Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,information_Open,information_High,information_Low,information_Close,information_Adj Close,information_Volume,information_log_return,information_realized_volatility,min_1k_count,pessimistic_doubtful,angry,fearful_concerned,euphoric_excited,bearish,bullish,happy,sad,mistrustful,positive,annoyed_frustrated,optimistic,negative,1m_rv,1w_rv,1y_rv,2w_rv,3m_rv,6m_rv,active_count
2019-04-29,5152.98,5191.96,5071.58,5149.11,5753.615137,8.546579163189476,78.56999969482422,78.83000183105469,78.48999786376953,78.58000183105469,74.7445297241211,10613200,0.0002546044628566,0.3184522778498051,1625,113.0,37.0,136.0,150.0,177.0,268.0,62.0,16.0,12.0,852.0,8.0,347.0,1527.0,61.1257956512998,47.4086411049851,60.8624574438999,39.1538192845391,46.4014987550777,66.4160564361322,793473
2019-04-29,5152.98,5191.96,5071.58,5149.11,5753.615137,8.546579163189476,78.56999969482422,78.83000183105469,78.48999786376953,78.58000183105469,74.7445297241211,10613200,0.0002546044628566,0.3184522778498051,1625,113.0,37.0,136.0,150.0,177.0,268.0,62.0,16.0,12.0,852.0,8.0,347.0,1527.0,61.1257956512998,47.4086411049851,60.8624574438999,39.1538192845391,46.4014987550777,66.4160564361322,793473
2019-04-30,5150.21,5287.4,5127.05,5269.0,5055.272836,8.569595870209286,78.54000091552734,78.81999969482422,78.0999984741211,78.70999908447266,74.8681869506836,18842900,0.0016529630906028,0.2695727573884348,1625,93.0,47.0,118.0,173.0,159.0,249.0,50.0,16.0,12.0,900.0,5.0,352.0,1500.0,60.7739868428983,36.0217541975899,60.8727890409944,38.1468736269475,46.4584285352932,66.4159067654693,837456
2019-04-30,5150.21,5287.4,5127.05,5269.0,5055.272836,8.569595870209286,78.54000091552734,78.81999969482422,78.0999984741211,78.70999908447266,74.8681869506836,18842900,0.0016529630906028,0.2695727573884348,1625,93.0,47.0,118.0,173.0,159.0,249.0,50.0,16.0,12.0,900.0,5.0,352.0,1500.0,60.7739868428983,36.0217541975899,60.8727890409944,38.1468736269475,46.4584285352932,66.4159067654693,837456
2019-05-01,5267.86,5357.96,5263.03,5318.42,4209.284414,8.578931545743487,79.5,79.69999694824219,78.5,78.51000213623047,74.67796325683594,15446800,-0.0025441681028821,0.2679483701465778,1623,106.0,47.0,110.0,181.0,142.0,311.0,50.0,14.0,12.0,920.0,7.0,368.0,1564.0,60.9183114993289,36.8982791951146,60.824224317441,37.2688332847294,46.7280991988487,66.6479036381169,765604
2019-05-01,5267.86,5357.96,5263.03,5318.42,4209.284414,8.578931545743487,79.5,79.69999694824219,78.5,78.51000213623047,74.67796325683594,15446800,-0.0025441681028821,0.2679483701465778,1623,106.0,47.0,110.0,181.0,142.0,311.0,50.0,14.0,12.0,920.0,7.0,368.0,1564.0,60.9183114993289,36.8982791951146,60.824224317441,37.2688332847294,46.7280991988487,66.6479036381169,765604
2019-05-02,5322.28,5422.94,5304.99,5385.0,5908.521723,8.591372589590488,78.48999786376953,79.05999755859375,77.68000030517578,78.0999984741211,74.2879638671875,24988800,-0.0052359951116862,0.2565263191935559,1620,88.0,42.0,147.0,174.0,163.0,330.0,48.0,11.0,18.0,1009.0,3.0,390.0,1663.0,50.097423062933,36.3663528018411,60.8282572707391,37.8341866028846,46.7823110218992,66.6832083104143,790956
2019-05-02,5322.28,5422.94,5304.99,5385.0,5908.521723,8.591372589590488,78.48999786376953,79.05999755859375,77.68000030517578,78.0999984741211,74.2879638671875,24988800,-0.0052359951116862,0.2565263191935559,1620,88.0,42.0,147.0,174.0,163.0,330.0,48.0,11.0,18.0,1009.0,3.0,390.0,1663.0,50.097423062933,36.3663528018411,60.8282572707391,37.8341866028846,46.7823110218992,66.6832083104143,790956
2019-05-03,5385.0,5796.56,5363.1,5658.22,12700.58899,8.640864634103114,78.37999725341797,78.91000366210938,78.2699966430664,78.83999633789062,74.9918441772461,13288300,0.00943039852649,0.2776494619458458,1615,134.0,54.0,171.0,252.0,216.0,508.0,89.0,18.0,26.0,1279.0,6.0,416.0,2006.0,41.1213881264666,35.5776521809982,60.9415797852002,43.9526277404204,47.5897471250643,67.0507191923834,803527
2019-05-03,5385.0,5796.56,5363.1,5658.22,12700.58899,8.640864634103114,78.37999725341797,78.91000366210938,78.2699966430664,78.83999633789062,74.9918441772461,13288300,0.00943039852649,0.2776494619458458,1615,134.0,54.0,171.0,252.0,216.0,508.0,89.0,18.0,26.0,1279.0,6.0,416.0,2006.0,41.1213881264666,35.5776521809982,60.9415797852002,43.9526277404204,47.5897471250643,67.0507191923834,803527
2019-05-06,5714.4,5755.79,5562.44,5685.46,6826.980875,8.645667317598994,76.95999908447266,78.36000061035156,76.66000366210938,78.2300033569336,74.4116439819336,13022500,-0.0077671872265625,0.2882366347603993,1617,127.0,46.0,143.0,213.0,174.0,365.0,78.0,9.0,19.0,1074.0,5.0,399.0,1721.0,40.6548625103609,41.4657726580271,60.8293668584065,46.4162173414681,47.871471064218,67.1886236817458,769259
2019-05-06,5714.4,5755.79,5562.44,5685.46,6826.980875,8.645667317598994,76.95999908447266,78.36000061035156,76.66000366210938,78.2300033569336,74.4116439819336,13022500,-0.0077671872265625,0.2882366347603993,1617,127.0,46.0,143.0,213.0,174.0,365.0,78.0,9.0,19.0,1074.0,5.0,399.0,1721.0,40.6548625103609,41.4657726580271,60.8293668584065,46.4162173414681,47.871471064218,67.1886236817458,769259
2019-05-07,5686.88,5970.0,5686.88,5751.54,10741.56186,8.657222924019349,77.3499984741211,77.6500015258789,75.8499984741211,76.55000305175781,72.81362915039062,20625600,-0.0217090866381708,0.3944538240041237,1624,125.0,64.0,152.0,234.0,219.0,517.0,101.0,10.0,18.0,1320.0,6.0,440.0,1913.0,41.4951313221058,42.6288343349497,60.8506438479023,45.1369468549439,48.2141034309495,67.3404684644092,759338
2019-05-07,5686.88,5970.0,5686.88,5751.54,10741.56186,8.657222924019349,77.3499984741211,77.6500015258789,75.8499984741211,76.55000305175781,72.81362915039062,20625600,-0.0217090866381708,0.3944538240041237,1624,125.0,64.0,152.0,234.0,219.0,517.0,101.0,10.0,18.0,1320.0,6.0,440.0,1913.0,41.4951313221058,42.6288343349497,60.8506438479023,45.1369468549439,48.2141034309495,67.3404684644092,759338
2019-05-08,5751.54,5986.0,5658.66,5940.89,6320.413545,8.689614232782882,76.30000305175781,77.12000274658203,76.16999816894531,76.45999908447266,72.72801971435547,13667300,-0.0011764456755667,0.3901975488418741,1629,189.0,89.0,250.0,304.0,195.0,414.0,101.0,34.0,22.0,1421.0,8.0,502.0,2892.0,41.1856483336729,44.134363150405,60.8380058432465,43.6964252309637,47.6407323128455,67.3390109970314,839325
2019-05-08,5751.54,5986.0,5658.66,5940.89,6320.413545,8.689614232782882,76.30000305175781,77.12000274658203,76.16999816894531,76.45999908447266,72.72801971435547,13667300,-0.0011764456755667,0.3901975488418741,1629,189.0,89.0,250.0,304.0,195.0,414.0,101.0,34.0,22.0,1421.0,8.0,502.0,2892.0,41.1856483336729,44.134363150405,60.8380058432465,43.6964252309637,47.6407323128455,67.3390109970314,839325
2019-05-09,5945.32,6172.0,5932.83,6156.7,9081.240778,8.725296198695684,75.51000213623047,76.19000244140625,74.66000366210938,75.94000244140625,72.23339080810547,19300900,-0.0068241293415249,0.3898073969568615,1625,160.0,81.0,206.0,330.0,267.0,548.0,106.0,16.0,26.0,1541.0,10.0,546.0,2445.0,42.0110595046973,45.3514945724866,60.8808103182679,43.7356585676726,46.7104551813558,67.4691782143973,826107
2019-05-09,5945.32,6172.0,5932.83,6156.7,9081.240778,8.725296198695684,75.51000213623047,76.19000244140625,74.66000366210938,75.94000244140625,72.23339080810547,19300900,-0.0068241293415249,0.3898073969568615,1625,160.0,81.0,206.0,330.0,267.0,548.0,106.0,16.0,26.0,1541.0,10.0,546.0,2445.0,42.0110595046973,45.3514945724866,60.8808103182679,43.7356585676726,46.7104551813558,67.4691782143973,826107
2019-05-10,6151.66,6426.8,6105.0,6342.84,13821.71361,8.755081896658648,75.44999694824219,76.5199966430664,74.36000061035156,76.18000030517578,72.46167755126953,19596200,0.0031553781036377,0.3914818064159565,1622,138.0,73.0,165.0,329.0,259.0,595.0,125.0,24.0,16.0,1587.0,9.0,567.0,2399.0,43.322271898922,41.8002764750606,60.9694238771616,38.8730736723814,47.1559353929447,67.6876129432681,784376
2019-05-10,6151.66,6426.8,6105.0,6342.84,13821.71361,8.755081896658648,75.44999694824219,76.5199966430664,74.36000061035156,76.18000030517578,72.46167755126953,19596200,0.0031553781036377,0.3914818064159565,1622,138.0,73.0,165.0,329.0,259.0,595.0,125.0,24.0,16.0,1587.0,9.0,567.0,2399.0,43.322271898922,41.8002764750606,60.9694238771616,38.8730736723814,47.1559353929447,67.6876129432681,784376
2019-05-13,6968.84,8167.5,6863.75,7810.05,27299.34474,8.963166644861895,74.02999877929688,74.47000122070312,73.0999984741211,73.30999755859375,69.73178100585938,25461200,-0.0384019731234452,0.6162563401898311,1627,174.0,98.0,268.0,446.0,317.0,790.0,130.0,30.0,22.0,2045.0,15.0,644.0,2905.0,55.7044287233754,73.6244948802756,61.7866030184334,64.045467313722,52.8540209541956,70.0376024512106,876055
2019-05-13,6968.84,8167.5,6863.75,7810.05,27299.34474,8.963166644861895,74.02999877929688,74.47000122070312,73.0999984741211,73.30999755859375,69.73178100585938,25461200,-0.0384019731234452,0.6162563401898311,1627,174.0,98.0,268.0,446.0,317.0,790.0,130.0,30.0,22.0,2045.0,15.0,644.0,2905.0,55.7044287233754,73.6244948802756,61.7866030184334,64.045467313722,52.8540209541956,70.0376024512106,876055
2019-05-14,7810.72,8335.56,7618.99,7986.0,18881.44116,8.985445287623167,73.68000030517578,74.94999694824219,73.62000274658203,74.48999786376953,70.85416412353516,18404300,0.0159678675771051,0.6482492820773318,1632,149.0,86.0,230.0,399.0,276.0,762.0,136.0,24.0,16.0,1953.0,13.0,659.0,2673.0,63.3444519669447,88.9808487683706,62.5609528784289,74.2959990272643,56.0419422540985,70.8742630179448,902398
2019-05-14,7810.72,8335.56,7618.99,7986.0,18881.44116,8.985445287623167,73.68000030517578,74.94999694824219,73.62000274658203,74.48999786376953,70.85416412353516,18404300,0.0159678675771051,0.6482492820773318,1632,149.0,86.0,230.0,399.0,276.0,762.0,136.0,24.0,16.0,1953.0,13.0,659.0,2673.0,63.3444519669447,88.9808487683706,62.5609528784289,74.2959990272643,56.0419422540985,70.8742630179448,902398
2019-05-15,7991.72,8300.0,7838.0,8208.69,16613.07123,9.012948628204828,73.97000122070312,75.52999877929688,73.8499984741211,75.30000305175781,71.62462615966797,15048600,0.0108153158237387,0.6593345474888627,1638,137.0,65.0,273.0,311.0,238.0,688.0,110.0,21.0,26.0,1808.0,4.0,576.0,2554.0,63.6493027431993,87.9442206446593,62.5309964499564,75.5977934041547,56.1971694782431,69.3970978144991,877504
2019-05-15,7991.72,8300.0,7838.0,8208.69,16613.07123,9.012948628204828,73.97000122070312,75.52999877929688,73.8499984741211,75.30000305175781,71.62462615966797,15048600,0.0108153158237387,0.6593345474888627,1638,137.0,65.0,273.0,311.0,238.0,688.0,110.0,21.0,26.0,1808.0,4.0,576.0,2554.0,63.6493027431993,87.9442206446593,62.5309964499564,75.5977934041547,56.1971694782431,69.3970978144991,877504
2019-05-16,8203.97,8390.95,7654.93,7880.0,17078.70376,8.972083182851925,75.3499984741211,76.54000091552734,75.25,75.98999786376953,72.28095245361328,15444700,0.0091215492358589,0.665604512991182,1635,145.0,74.0,249.0,334.0,226.0,593.0,120.0,26.0,20.0,1727.0,11.0,595.0,2402.0,63.7143569405264,95.1140541586628,62.40913715911,77.8416626391708,56.4355354878824,69.450080158254,882365
2019-05-16,8203.97,8390.95,7654.93,7880.0,17078.70376,8.972083182851925,75.3499984741211,76.54000091552734,75.25,75.98999786376953,72.28095245361328,15444700,0.0091215492358589,0.665604512991182,1635,145.0,74.0,249.0,334.0,226.0,593.0,120.0,26.0,20.0,1727.0,11.0,595.0,2402.0,63.7143569405264,95.1140541586628,62.40913715911,77.8416626391708,56.4355354878824,69.450080158254,882365
2019-05-17,7879.28,7942.09,6178.0,7351.71,27307.5797,8.90268821820858,75.20999908447266,76.4000015258789,75.19999694824219,75.37999725341797,71.70071411132812,13543900,-0.0080597731671918,0.6723614847714635,1633,122.0,88.0,193.0,284.0,369.0,583.0,95.0,27.0,14.0,1494.0,8.0,483.0,2359.0,73.4586632444641,129.725917173123,63.0903854214949,96.5800151644576,60.0773815973305,70.7497327436204,907019
2019-05-17,7879.28,7942.09,6178.0,7351.71,27307.5797,8.90268821820858,75.20999908447266,76.4000015258789,75.19999694824219,75.37999725341797,71.70071411132812,13543900,-0.0080597731671918,0.6723614847714635,1633,122.0,88.0,193.0,284.0,369.0,583.0,95.0,27.0,14.0,1494.0,8.0,483.0,2359.0,73.4586632444641,129.725917173123,63.0903854214949,96.5800151644576,60.0773815973305,70.7497327436204,907019
2019-05-20,8193.45,8199.97,7581.03,8005.64,13426.78751,8.987901572266212,74.11000061035156,74.69000244140625,73.70999908447266,74.06999969482422,70.45465087890625,14674600,-0.0175313634974081,0.7071189583329992,1630,101.0,51.0,202.0,202.0,199.0,451.0,74.0,14.0,18.0,1290.0,9.0,462.0,1975.0,78.7823698537172,119.063370039445,63.6423394975159,101.974298026979,61.5154830787141,68.213733886616,833737
2019-05-20,8193.45,8199.97,7581.03,8005.64,13426.78751,8.987901572266212,74.11000061035156,74.69000244140625,73.70999908447266,74.06999969482422,70.45465087890625,14674600,-0.0175313634974081,0.7071189583329992,1630,101.0,51.0,202.0,202.0,199.0,451.0,74.0,14.0,18.0,1290.0,9.0,462.0,1975.0,78.7823698537172,119.063370039445,63.6423394975159,101.974298026979,61.5154830787141,68.213733886616,833737
2019-05-21,8007.67,8117.48,7676.27,7955.16,7518.555677,8.981576053706013,74.8499984741211,75.22000122070312,74.68000030517578,74.9800033569336,71.32025146484375,14841100,0.01221086817372,0.7106611461678535,1630,123.0,78.0,206.0,296.0,149.0,466.0,91.0,23.0,17.0,1408.0,6.0,514.0,2185.0,78.6982722846968,97.773127419417,63.6202938256683,102.299761061558,61.5320813278208,67.7779349068043,885561
2019-05-21,8007.67,8117.48,7676.27,7955.16,7518.555677,8.981576053706013,74.8499984741211,75.22000122070312,74.68000030517578,74.9800033569336,71.32025146484375,14841100,0.01221086817372,0.7106611461678535,1630,123.0,78.0,206.0,296.0,149.0,466.0,91.0,23.0,17.0,1408.0,6.0,514.0,2185.0,78.6982722846968,97.773127419417,63.6202938256683,102.299761061558,61.5320813278208,67.7779349068043,885561
2019-05-22,7949.18,8049.22,7505.69,7624.95,8396.822037,8.939181044077063,74.48999786376953,75.04000091552734,74.44999694824219,74.58999633789062,70.94928741455078,11521100,-0.005215055208267,0.7136764377388689,1631,127.0,78.0,196.0,265.0,188.0,394.0,169.0,25.0,17.0,1360.0,11.0,502.0,2196.0,78.9326850888842,96.6450024103403,63.583968490128,102.672036345141,61.6208200532284,67.7356094861552,872867
2019-05-22,7949.18,8049.22,7505.69,7624.95,8396.822037,8.939181044077063,74.48999786376953,75.04000091552734,74.44999694824219,74.58999633789062,70.94928741455078,11521100,-0.005215055208267,0.7136764377388689,1631,127.0,78.0,196.0,265.0,188.0,394.0,169.0,25.0,17.0,1360.0,11.0,502.0,2196.0,78.9326850888842,96.6450024103403,63.583968490128,102.672036345141,61.6208200532284,67.7356094861552,872867
2019-05-23,7622.9,7980.0,7468.31,7880.22,8370.356253,8.972111101243929,73.58000183105469,73.62000274658203,72.73999786376953,73.27999877929688,69.70320892333984,16085700,-0.0177186971627429,0.7477746373376859,1636,120.0,62.0,181.0,325.0,194.0,358.0,78.0,24.0,13.0,1181.0,7.0,434.0,2081.0,79.4975489007065,97.4051390155193,63.3981132865141,105.182521720925,61.9888308563914,67.4371844317575,833099
2019-05-23,7622.9,7980.0,7468.31,7880.22,8370.356253,8.972111101243929,73.58000183105469,73.62000274658203,72.73999786376953,73.27999877929688,69.70320892333984,16085700,-0.0177186971627429,0.7477746373376859,1636,120.0,62.0,181.0,325.0,194.0,358.0,78.0,24.0,13.0,1181.0,7.0,434.0,2081.0,79.4975489007065,97.4051390155193,63.3981132865141,105.182521720925,61.9888308563914,67.4371844317575,833099
2019-05-24,7880.4,8188.87,7795.95,7999.02,9358.971812,8.987074313158235,73.68000030517578,74.05999755859375,73.22000122070312,73.30000305175781,69.72225189208984,11750000,0.0002729468186002,0.7462387961927667,1636,106.0,50.0,159.0,233.0,140.0,458.0,83.0,20.0,18.0,1237.0,6.0,468.0,1781.0,79.3352890403996,71.7551990002791,63.3615694259013,105.061989809233,61.2570531826395,67.3727847941513,860949
2019-05-24,7880.4,8188.87,7795.95,7999.02,9358.971812,8.987074313158235,73.68000030517578,74.05999755859375,73.22000122070312,73.30000305175781,69.72225189208984,11750000,0.0002729468186002,0.7462387961927667,1636,106.0,50.0,159.0,233.0,140.0,458.0,83.0,20.0,18.0,1237.0,6.0,468.0,1781.0,79.3352890403996,71.7551990002791,63.3615694259013,105.061989809233,61.2570531826395,67.3727847941513,860949
2019-05-28,8774.45,8817.41,8540.94,8717.96,6144.011246,9.073140544579507,73.52999877929688,74.0,73.05000305175781,73.08999633789062,69.52249145507812,25772800,-0.0028691421382189,0.7471070593841139,1629,120.0,63.0,177.0,215.0,173.0,463.0,65.0,19.0,14.0,1293.0,5.0,469.0,1898.0,80.7491978961825,67.7728740683225,63.8724996393084,85.1902631404199,61.6402476632093,63.5607375902636,952536
2019-05-28,8774.45,8817.41,8540.94,8717.96,6144.011246,9.073140544579507,73.52999877929688,74.0,73.05000305175781,73.08999633789062,69.52249145507812,25772800,-0.0028691421382189,0.7471070593841139,1629,120.0,63.0,177.0,215.0,173.0,463.0,65.0,19.0,14.0,1293.0,5.0,469.0,1898.0,80.7491978961825,67.7728740683225,63.8724996393084,85.1902631404199,61.6402476632093,63.5607375902636,952536
2019-05-29,8715.35,8762.39,8421.12,8663.41,7584.257859,9.06686368848579,72.55000305175781,73.01000213623047,72.16999816894531,72.66000366210938,69.11348724365234,14754800,-0.0059004311945107,0.7505081103601247,1635,134.0,66.0,208.0,254.0,185.0,462.0,86.0,31.0,29.0,1377.0,12.0,499.0,2110.0,80.9030697653014,67.8259659303442,63.8172191242414,84.8267166349268,61.4091093258386,63.1507161393106,894459
2019-05-29,8715.35,8762.39,8421.12,8663.41,7584.257859,9.06686368848579,72.55000305175781,73.01000213623047,72.16999816894531,72.66000366210938,69.11348724365234,14754800,-0.0059004311945107,0.7505081103601247,1635,134.0,66.0,208.0,254.0,185.0,462.0,86.0,31.0,29.0,1377.0,12.0,499.0,2110.0,80.9030697653014,67.8259659303442,63.8172191242414,84.8267166349268,61.4091093258386,63.1507161393106,894459
2019-05-30,8663.07,9096.79,8000.0,8277.76,15259.58793,9.02132767937812,72.83000183105469,73.26000213623047,72.61000061035156,73.11000061035156,69.54151153564453,11420500,0.0061740874599465,0.7538478840698317,1633,131.0,80.0,199.0,317.0,205.0,492.0,84.0,36.0,15.0,1420.0,13.0,532.0,2170.0,81.1454105738755,62.8752101709503,63.7401268271155,84.5384199247725,61.2152862123327,62.7189386967781,854097
2019-05-30,8663.07,9096.79,8000.0,8277.76,15259.58793,9.02132767937812,72.83000183105469,73.26000213623047,72.61000061035156,73.11000061035156,69.54151153564453,11420500,0.0061740874599465,0.7538478840698317,1633,131.0,80.0,199.0,317.0,205.0,492.0,84.0,36.0,15.0,1420.0,13.0,532.0,2170.0,81.1454105738755,62.8752101709503,63.7401268271155,84.5384199247725,61.2152862123327,62.7189386967781,854097
2019-05-31,8277.76,8589.99,8109.74,8547.2,9957.910065,9.05335902291564,72.2300033569336,72.56999969482422,71.86000061035156,71.88999938964844,68.38105773925781,12039800,-0.016828000147921,0.7803153424179263,1633,115.0,62.0,204.0,239.0,259.0,448.0,82.0,15.0,20.0,1274.0,8.0,478.0,1988.0,81.9260986793002,70.4712153164202,63.8440307708411,71.3112153552701,61.6195544588881,62.85735835307,769523
2019-05-31,8277.76,8589.99,8109.74,8547.2,9957.910065,9.05335902291564,72.2300033569336,72.56999969482422,71.86000061035156,71.88999938964844,68.38105773925781,12039800,-0.016828000147921,0.7803153424179263,1633,115.0,62.0,204.0,239.0,259.0,448.0,82.0,15.0,20.0,1274.0,8.0,478.0,1988.0,81.9260986793002,70.4712153164202,63.8440307708411,71.3112153552701,61.6195544588881,62.85735835307,769523
2019-06-03,8735.84,8745.96,8049.22,8103.64,9955.032619,9.000068622434407,72.0,72.4000015258789,70.1500015258789,70.62999725341797,67.18257141113281,19703700,-0.0176822199717783,0.802752245821293,1629,115.0,55.0,173.0,218.0,179.0,392.0,63.0,16.0,13.0,1172.0,8.0,429.0,1849.0,81.8418105343548,42.3094017595909,63.8893247608754,58.7630993742784,61.8961562433759,61.8414962534446,731823
2019-06-03,8735.84,8745.96,8049.22,8103.64,9955.032619,9.000068622434407,72.0,72.4000015258789,70.1500015258789,70.62999725341797,67.18257141113281,19703700,-0.0176822199717783,0.802752245821293,1629,115.0,55.0,173.0,218.0,179.0,392.0,63.0,16.0,13.0,1172.0,8.0,429.0,1849.0,81.8418105343548,42.3094017595909,63.8893247608754,58.7630993742784,61.8961562433759,61.8414962534446,731823
2019-06-04,8103.63,8103.63,7432.84,7665.53,15485.70215,8.944488934381882,71.52999877929688,72.98999786376953,71.16999816894531,72.98999786376953,69.42739868164062,15096200,0.0328674716621746,0.8979627386947892,1627,139.0,64.0,189.0,272.0,300.0,397.0,85.0,21.0,16.0,1222.0,12.0,421.0,2093.0,87.314011079596,67.2638321289769,64.3802572644653,72.4226208432886,64.1867012045088,62.8495490835467,907738
2019-06-04,8103.63,8103.63,7432.84,7665.53,15485.70215,8.944488934381882,71.52999877929688,72.98999786376953,71.16999816894531,72.98999786376953,69.42739868164062,15096200,0.0328674716621746,0.8979627386947892,1627,139.0,64.0,189.0,272.0,300.0,397.0,85.0,21.0,16.0,1222.0,12.0,421.0,2093.0,87.314011079596,67.2638321289769,64.3802572644653,72.4226208432886,64.1867012045088,62.8495490835467,907738
2019-06-05,7673.41,7924.48,7570.9,7785.94,9193.711888,8.960074822001484,73.95999908447266,74.11000061035156,73.0999984741211,73.94000244140625,70.33101654052734,14395800,0.0129315703311334,0.8706691013982842,1626,92.0,48.0,143.0,214.0,182.0,312.0,62.0,14.0,15.0,1068.0,3.0,407.0,1716.0,87.7722025670907,68.1204666421414,64.3800613686887,73.0037914935679,64.2748794935699,62.7738013371302,873784
2019-06-05,7673.41,7924.48,7570.9,7785.94,9193.711888,8.960074822001484,73.95999908447266,74.11000061035156,73.0999984741211,73.94000244140625,70.33101654052734,14395800,0.0129315703311334,0.8706691013982842,1626,92.0,48.0,143.0,214.0,182.0,312.0,62.0,14.0,15.0,1068.0,3.0,407.0,1716.0,87.7722025670907,68.1204666421414,64.3800613686887,73.0037914935679,64.2748794935699,62.7738013371302,873784
2019-06-06,7784.62,7878.62,7449.68,7806.07,8738.666359,8.962656915161281,74.13999938964844,74.94999694824219,73.80000305175781,74.80000305175781,71.14903259277344,11922500,0.011563939252098,0.8826523032082896,1628,134.0,75.0,167.0,228.0,184.0,301.0,75.0,8.0,12.0,1094.0,7.0,435.0,1931.0,87.6119170016502,66.9658893753804,64.3572259520151,71.4859346670275,64.2030774884814,62.5844408842787,818973
2019-06-06,7784.62,7878.62,7449.68,7806.07,8738.666359,8.962656915161281,74.13999938964844,74.94999694824219,73.80000305175781,74.80000305175781,71.14903259277344,11922500,0.011563939252098,0.8826523032082896,1628,134.0,75.0,167.0,228.0,184.0,301.0,75.0,8.0,12.0,1094.0,7.0,435.0,1931.0,87.6119170016502,66.9658893753804,64.3572259520151,71.4859346670275,64.2030774884814,62.5844408842787,818973
2019-06-07,7801.97,8134.99,7758.93,8001.25,9012.096159,8.987353058456213,75.19000244140625,76.63999938964844,75.04000091552734,76.19000244140625,72.47119903564453,11992100,0.0184123267492433,0.9085723207998364,1635,127.0,62.0,127.0,196.0,158.0,318.0,67.0,21.0,17.0,1040.0,7.0,426.0,1728.0,87.5293080935268,68.4159761081621,64.4099127418749,70.7775707840636,64.3132262823578,60.9888810298478,859425
2019-06-07,7801.97,8134.99,7758.93,8001.25,9012.096159,8.987353058456213,75.19000244140625,76.63999938964844,75.04000091552734,76.19000244140625,72.47119903564453,11992100,0.0184123267492433,0.9085723207998364,1635,127.0,62.0,127.0,196.0,158.0,318.0,67.0,21.0,17.0,1040.0,7.0,426.0,1728.0,87.5293080935268,68.4159761081621,64.4099127418749,70.7775707840636,64.3132262823578,60.9888810298478,859425
2019-06-10,7629.98,8090.0,7523.16,8021.1,7150.594298,8.989830848562615,76.73999786376953,77.69000244140625,76.73999786376953,76.97000122070312,73.213134765625,13463800,0.0101854988771172,0.9167297536660852,1633,116.0,34.0,111.0,168.0,163.0,320.0,59.0,10.0,7.0,1001.0,5.0,380.0,1574.0,87.8359293009301,66.6777964392785,64.1199025566266,56.5347332696175,64.8652053788019,60.8451139091096,801669
2019-06-10,7629.98,8090.0,7523.16,8021.1,7150.594298,8.989830848562615,76.73999786376953,77.69000244140625,76.73999786376953,76.97000122070312,73.213134765625,13463800,0.0101854988771172,0.9167297536660852,1633,116.0,34.0,111.0,168.0,163.0,320.0,59.0,10.0,7.0,1001.0,5.0,380.0,1574.0,87.8359293009301,66.6777964392785,64.1199025566266,56.5347332696175,64.8652053788019,60.8451139091096,801669
2019-06-11,8017.99,8057.32,7713.34,7919.1,5552.688038,8.977032841987734,77.75,77.83000183105469,76.52999877929688,76.97000122070312,73.213134765625,11550100,0.0,0.778632286257249,1629,94.0,57.0,126.0,214.0,169.0,305.0,65.0,16.0,12.0,979.0,6.0,411.0,1613.0,84.9089575008133,43.8340039901617,63.8510377459942,58.2886738031919,64.9802459824521,60.7302660136061,839864
2019-06-11,8017.99,8057.32,7713.34,7919.1,5552.688038,8.977032841987734,77.75,77.83000183105469,76.52999877929688,76.97000122070312,73.213134765625,11550100,0.0,0.778632286257249,1629,94.0,57.0,126.0,214.0,169.0,305.0,65.0,16.0,12.0,979.0,6.0,411.0,1613.0,84.9089575008133,43.8340039901617,63.8510377459942,58.2886738031919,64.9802459824521,60.7302660136061,839864
2019-06-12,7915.7,8266.0,7821.73,8176.27,8577.162497,9.00899133538159,76.5999984741211,76.80999755859375,76.36000061035156,76.54000091552734,72.8041000366211,7596900,-0.0056022594467126,0.7554942013239714,1632,119.0,42.0,151.0,215.0,132.0,359.0,57.0,17.0,21.0,1054.0,5.0,427.0,1659.0,82.3766784025134,43.0842035523766,63.8674345203739,59.7935562317653,65.0078165637713,60.736293177001,796273
2019-06-12,7915.7,8266.0,7821.73,8176.27,8577.162497,9.00899133538159,76.5999984741211,76.80999755859375,76.36000061035156,76.54000091552734,72.8041000366211,7596900,-0.0056022594467126,0.7554942013239714,1632,119.0,42.0,151.0,215.0,132.0,359.0,57.0,17.0,21.0,1054.0,5.0,427.0,1659.0,82.3766784025134,43.0842035523766,63.8674345203739,59.7935562317653,65.0078165637713,60.736293177001,796273
2019-06-13,8171.12,8335.56,8049.22,8238.0,7237.800391,9.016512874996026,76.80999755859375,77.04000091552734,76.48999786376953,76.7699966430664,73.02288055419922,9867400,0.0030004031536723,0.744063429674616,1623,113.0,46.0,142.0,217.0,130.0,331.0,67.0,20.0,12.0,1020.0,12.0,423.0,1520.0,78.5242223829131,43.1688368004484,63.7079050296098,60.0328847466007,65.0269309900097,60.6286954584079,896245
