Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,utilities_Open,utilities_High,utilities_Low,utilities_Close,utilities_Adj Close,utilities_Volume,utilities_log_return,utilities_realized_volatility,min_1k_count,pessimistic_doubtful,angry,fearful_concerned,euphoric_excited,bearish,bullish,happy,sad,mistrustful,positive,annoyed_frustrated,optimistic,negative,1m_rv,1w_rv,1y_rv,2w_rv,3m_rv,6m_rv,active_count
2018-01-08,16173.98,16300.0,13900.0,14999.99,16676.34994,9.61580481341746,51.41999816894531,51.849998474121094,51.31999969482422,51.810001373291016,42.365962982177734,14300500,0.0093077950885653,0.4786611349599081,1666,297.0,119.0,554.0,667.0,346.0,571.0,247.0,57.0,18.0,3099.0,20.0,1406.0,4469.0,145.967785945825,118.469348396079,94.6998899281719,131.206485514009,118.478538368064,109.169468549804,1158246
2018-01-09,14999.99,15367.18,14123.97,14403.51,13913.52469,9.575227205861887,51.79999923706055,51.81999969482422,51.220001220703125,51.29999923706055,41.94891357421875,15438700,-0.0098924700283795,0.4929499630567419,1674,325.0,139.0,540.0,644.0,266.0,562.0,264.0,45.0,43.0,3165.0,15.0,1492.0,4568.0,145.293242223282,118.208230911167,94.7222260802626,124.49410999823,118.762269995054,109.330585055675,1150316
2018-01-10,14403.51,14900.0,13412.0,14890.02,18479.01253,9.608446468860498,51.0,51.08000183105469,50.630001068115234,50.7400016784668,41.490997314453125,15562000,-0.0109761500537191,0.5062434940843934,1675,380.0,140.0,617.0,725.0,360.0,663.0,258.0,79.0,43.0,3478.0,18.0,1653.0,5169.0,142.954289866021,107.488339096146,94.9136529767354,122.476296068794,119.323052632564,109.442753383262,1125366
2018-01-11,14899.99,14973.07,12800.0,13243.83,19630.07517,9.491287062583549,50.689998626708984,50.91999816894531,50.380001068115234,50.54999923706055,41.335636138916016,16545500,-0.0037516568771787,0.4597886452834851,1679,322.0,120.0,641.0,682.0,370.0,617.0,256.0,49.0,43.0,3338.0,19.0,1625.0,4933.0,135.731253644092,111.570671206603,94.5867953066071,115.636377546772,119.873078311017,109.392451214914,1223960
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481,9.531075861539186,50.400001525878906,50.66999816894531,50.11000061035156,50.2599983215332,41.09848403930664,18635300,-0.0057534316539449,0.4642131151165997,1677,303.0,100.0,493.0,638.0,272.0,547.0,210.0,44.0,37.0,3031.0,18.0,1440.0,4380.0,135.724684052874,95.2383349018809,93.900629302113,115.856838343045,119.581577344033,109.531413976049,1152553
2018-01-16,13581.66,13607.04,10162.0,11386.34,38789.88309,9.340169670298282,50.459999084472656,50.599998474121094,49.86000061035156,50.150001525878906,41.008548736572266,27292800,-0.0021909538855235,0.4647602880321764,1667,346.0,175.0,591.0,776.0,780.0,833.0,267.0,60.0,44.0,3663.0,28.0,1620.0,6100.0,141.729185912888,121.742620441038,95.3245220864178,125.630929698196,122.65122796723,110.229238899207,999056
2018-01-17,11393.97,11794.07,9222.0,11191.35,41356.18974,9.322896437460772,50.22999954223633,50.599998474121094,50.15999984741211,50.459999084472656,41.26203536987305,23451600,0.0061623802350427,0.4658533197469129,1667,406.0,212.0,670.0,858.0,889.0,944.0,278.0,79.0,52.0,3907.0,43.0,1765.0,6946.0,146.415588124706,147.584876780977,96.4228146118302,132.953311424864,126.424412273878,111.905725265512,1090512
2018-01-18,11199.0,12146.0,10693.0,11247.57,22195.26202,9.327907384301206,50.459999084472656,50.470001220703125,49.880001068115234,50.13999938964844,41.0003662109375,21329700,-0.0063618445120861,0.4513442209967448,1671,315.0,104.0,506.0,630.0,471.0,693.0,246.0,50.0,32.0,3239.0,20.0,1556.0,4909.0,151.970665190636,173.682153538119,96.8856385998039,146.518251764864,127.624744906777,111.958915443018,1053517
2018-01-19,11290.9,12050.39,11025.18,11552.0,13203.25568,9.354613861132608,50.34000015258789,50.45000076293945,49.93000030517578,49.9900016784668,40.877708435058594,18631900,-0.0029960615556703,0.3893637362222411,1679,296.0,98.0,464.0,581.0,372.0,543.0,228.0,42.0,35.0,2921.0,19.0,1433.0,4153.0,152.133285889958,172.877578079133,96.9232830702471,139.594808801029,127.501236505715,111.934819011558,1027739
2018-01-22,11558.87,11910.78,10028.41,10808.99,17067.72926,9.288133474260812,50.22999954223633,50.54999923706055,49.97999954223633,50.060001373291016,40.93494415283203,20536500,0.0013992944349987,0.3768602703211655,1681,279.0,104.0,449.0,521.0,551.0,586.0,187.0,32.0,38.0,2833.0,21.0,1346.0,4542.0,145.193048310013,190.051210526874,97.9279280420304,146.835135132274,129.943977381928,111.475925772692,944978
2018-01-23,10810.0,11409.87,9927.54,10851.82,17250.17615,9.292088086836984,50.25,50.900001525878906,50.099998474121094,50.540000915527344,41.32745361328125,26673900,0.0095428066384255,0.3657586369847065,1681,315.0,114.0,446.0,563.0,500.0,672.0,210.0,63.0,48.0,3009.0,20.0,1503.0,4550.0,141.294895929174,174.777217857867,98.2583915254746,150.836918377589,130.888854232511,111.994241743291,900239
2018-01-24,10848.99,11500.0,10488.13,11400.96,11646.7906,9.341452841363395,50.459999084472656,50.5,50.150001525878906,50.22999954223633,41.07394790649414,19531400,-0.0061526714263528,0.3733890385901708,1681,265.0,114.0,394.0,512.0,321.0,566.0,187.0,34.0,28.0,2708.0,18.0,1273.0,4081.0,139.230203038899,145.361080270736,98.3174450977137,152.665551648928,130.805736876024,112.106790109432,944565
2018-01-25,11400.98,11741.82,10868.57,11155.54,10212.92183,9.319691514480263,50.25,51.04999923706055,50.220001220703125,51.0099983215332,41.71177291870117,26285000,0.0154092103815717,0.4141702802859503,1675,292.0,94.0,396.0,582.0,331.0,517.0,202.0,52.0,27.0,2754.0,23.0,1373.0,3960.0,139.327146469782,126.669334000551,98.3617729989832,153.536345955684,130.801737936039,111.800266769892,841497
2018-01-26,11140.01,11635.0,10263.32,11092.95,15074.66641,9.314065050381526,51.150001525878906,51.29999923706055,50.529998779296875,51.040000915527344,41.73631286621094,23950000,0.0005879979438092,0.410825132796518,1673,300.0,95.0,378.0,484.0,381.0,563.0,154.0,51.0,28.0,2673.0,14.0,1358.0,3973.0,135.50430103728,126.422843653618,98.4389619917753,152.413708026208,130.739301204066,111.565246566583,807944
2018-01-29,11685.58,11820.01,10991.0,11162.62,9996.356898,9.320325975406924,50.79999923706055,50.88999938964844,50.33000183105469,50.38999938964844,41.20479202270508,18060900,-0.0128169263940289,0.4359060384734003,1681,263.0,88.0,335.0,436.0,302.0,385.0,153.0,40.0,35.0,2331.0,22.0,1298.0,3722.0,130.962456716142,87.9144756089881,98.6092724663799,151.270684305995,130.941523529912,111.455725575159,778138
2018-01-30,11162.62,11222.36,9731.2,9971.0,21082.19253,9.207436158828791,50.349998474121094,50.689998626708984,50.33000183105469,50.47999954223633,41.27838897705078,13089100,0.0017844785847858,0.4364265258786723,1685,298.0,140.0,352.0,598.0,520.0,572.0,180.0,52.0,34.0,2925.0,21.0,1434.0,4839.0,129.411707580662,81.2936482494305,98.8504422577207,137.26927977721,131.382130422425,111.824136279042,838805
2018-01-31,9971.0,10324.0,9514.96,10149.0,12743.50947,9.225130457448818,50.540000915527344,51.09000015258789,50.2599983215332,51.040000915527344,41.73631286621094,27411400,0.0110324478092431,0.4426366510770917,1684,307.0,87.0,350.0,491.0,506.0,537.0,175.0,42.0,30.0,2861.0,24.0,1426.0,4598.0,129.682047802873,87.9237892393839,99.1398542144029,121.300223661688,132.211493994608,112.318686540543,676270
2018-02-01,10148.99,10187.56,8455.0,8998.99,26356.58884,9.104867627798749,50.97999954223633,51.18000030517578,50.09000015258789,50.2400016784668,41.082130432128906,28519600,-0.0157981014050667,0.4750527093306473,1683,376.0,149.0,544.0,673.0,782.0,763.0,219.0,52.0,64.0,3451.0,33.0,1705.0,6065.0,130.979911947631,91.2791470950739,99.4205016855159,112.412787344508,132.930409118987,112.775025441812,842398
2018-02-02,9010.87,9096.79,7625.25,8838.83,44406.01983,9.08690979393109,49.9900016784668,50.36000061035156,49.81999969482422,49.880001068115234,40.78775405883789,21806400,-0.0071914133433823,0.4720651020532048,1680,402.0,181.0,512.0,637.0,939.0,888.0,213.0,59.0,35.0,3404.0,33.0,1618.0,6242.0,134.490598696784,113.41930535588,100.211126559437,123.361897443616,134.523238746466,114.075975054274,854253
2018-02-05,8190.78,8335.56,6600.0,6874.27,46544.4288,8.835540735078903,49.79999923706055,50.33000183105469,48.970001220703125,49.060001373291016,40.11722946166992,33472300,-0.016576075403119,0.5161814309805901,1672,391.0,165.0,487.0,623.0,990.0,891.0,188.0,64.0,33.0,3178.0,23.0,1508.0,5901.0,137.381020172884,143.515728879378,101.784579479321,130.804041691756,138.649309735079,115.818282343184,903239
2018-02-06,6878.65,8150.0,5920.72,7737.37,70961.36966,8.953817115559302,48.47999954223633,48.7400016784668,47.369998931884766,48.33000183105469,39.52029037475586,41671600,-0.0149915430789189,0.5370007653397121,1676,353.0,172.0,451.0,679.0,966.0,1057.0,240.0,66.0,37.0,3719.0,35.0,1705.0,5871.0,144.672399084021,175.904840734156,103.336556682367,149.462177133836,142.759900198948,118.337167230831,999110
2018-02-07,7737.26,8649.0,7213.8,7588.01,32640.89254,8.934324648924358,48.29999923706055,48.869998931884766,48.08000183105469,48.099998474121094,39.33222198486328,27880200,-0.0047703783548342,0.5257815505698725,1678,274.0,95.0,340.0,497.0,456.0,834.0,162.0,46.0,24.0,2909.0,23.0,1276.0,4244.0,158.303236835647,230.432706528987,104.56321738481,175.410948940259,146.419917801081,120.430750629278,814500
2018-02-08,7588.01,8644.36,7565.5,8259.76,22746.39118,9.019150810402826,47.959999084472656,48.61000061035156,47.5099983215332,47.560001373291016,38.89065933227539,26041900,-0.0112900446911639,0.5268356959464854,1682,263.0,101.0,377.0,492.0,388.0,616.0,174.0,47.0,34.0,2807.0,29.0,1303.0,4222.0,158.78461112756,232.304711185529,104.652243427562,176.490595671937,146.528027282586,120.49619465672,746341
2018-02-09,8259.42,8779.62,7753.32,8693.98,18418.11709,9.070386111109007,47.689998626708984,48.93000030517578,47.54999923706055,48.560001373291016,39.708370208740234,36422500,0.0208080743340381,0.5865667717789468,1683,243.0,73.0,305.0,438.0,379.0,592.0,162.0,35.0,27.0,2500.0,16.0,1169.0,3657.0,159.153130998588,219.607339786916,104.549352114811,177.238440845593,146.514753894168,120.498794209025,775346
2018-02-12,8077.25,8995.0,8067.0,8899.0,15071.0403,9.093694189856862,48.65999984741211,49.20000076293945,48.220001220703125,48.93000030517578,40.01092529296875,26504400,0.0075905365064841,0.5898749554334219,1683,242.0,75.0,277.0,390.0,323.0,608.0,112.0,31.0,23.0,2444.0,12.0,1153.0,3255.0,162.948454519571,195.28489820849,104.896078655122,185.036644639654,146.433992943623,121.045844367669,914734
2018-02-13,8891.2,8951.89,8360.13,8522.99,11374.52415,9.050522497225822,48.90999984741211,49.34000015258789,48.400001525878906,49.150001525878906,40.190826416015625,25067200,0.0044861661005048,0.5919337164910582,1684,213.0,93.0,285.0,369.0,282.0,520.0,122.0,37.0,38.0,2264.0,12.0,1069.0,3387.0,162.199611702102,139.826897263782,104.939577932027,184.189574588815,146.035129857622,120.775136410548,852822
2018-02-14,8504.57,9515.0,8504.57,9490.98,17468.73887,9.158097152868764,48.72999954223633,49.060001373291016,48.459999084472656,48.599998474121094,39.74107360839844,20341100,-0.0112533781287615,0.6037066805427918,1686,266.0,88.0,261.0,423.0,267.0,694.0,171.0,42.0,36.0,2581.0,17.0,1118.0,3446.0,163.582664919105,99.8717570066654,105.076126899704,184.478416344743,146.063303787825,120.89234260306,937579
2018-02-15,9490.98,10234.0,9350.0,10018.0,21036.33732,9.212138753917564,48.720001220703125,49.70000076293945,48.650001525878906,49.68000030517578,40.62420654296875,16504100,0.0219789442582905,0.659339881247107,1702,244.0,91.0,264.0,465.0,292.0,732.0,178.0,28.0,26.0,2716.0,12.0,1251.0,3561.0,166.38400140691,106.612638634055,105.370690245679,185.997107496428,146.309419170692,121.162879307271,788513
2018-02-16,10011.3,10300.0,9707.51,10196.0,11857.64278,9.229750765496004,49.709999084472656,50.2400016784668,49.52000045776367,50.119998931884766,40.984004974365234,20066500,0.0088176649486562,0.6675685515822316,1698,220.0,61.0,251.0,394.0,234.0,529.0,166.0,31.0,27.0,2376.0,11.0,1107.0,3184.0,160.042149780033,104.465547455198,105.407063490491,174.868240445587,146.031780252526,120.998612386339,773217
2018-02-20,11159.12,11780.0,11080.37,11233.41,15880.90904,9.32664765257487,49.95000076293945,50.130001068115234,49.22999954223633,49.470001220703125,40.45249557495117,16773300,-0.0130536588014682,0.6873058291566693,1689,214.0,82.0,288.0,459.0,395.0,690.0,135.0,38.0,30.0,2488.0,19.0,1126.0,3506.0,148.797373470962,75.2346011936613,105.849030705958,112.537693008132,146.715692044824,121.279075816893,714634
2018-02-21,11233.42,11275.74,10256.0,10449.4,19959.67716,9.254299839476635,49.5,49.83000183105469,48.810001373291016,48.81999969482422,39.92097473144531,22461400,-0.0132263912014671,0.6969252927620275,1689,257.0,78.0,290.0,383.0,448.0,539.0,125.0,38.0,14.0,2356.0,7.0,1181.0,3472.0,147.81384844083,99.298109814183,106.038445003139,99.9260565592975,147.333105946265,121.645583720673,705377
2018-02-22,10446.79,10935.0,9731.2,9843.34,20204.69095,9.194550363346975,48.97999954223633,49.439998626708984,48.79999923706055,49.06999969482422,40.125396728515625,20128900,0.0051077851688456,0.6955838626556675,1689,224.0,78.0,236.0,374.0,400.0,538.0,141.0,25.0,30.0,2389.0,13.0,1139.0,3365.0,146.92691151849,102.192754085113,106.216843040319,105.58665002154,147.797989149858,121.806783112557,713584
2018-02-23,9843.33,10405.3,9600.0,10166.1,16044.0393,9.226813934669073,49.209999084472656,50.40999984741211,49.150001525878906,50.349998474121094,41.17208480834961,20642400,0.0257507449765115,0.7425727112829162,1688,232.0,63.0,276.0,324.0,352.0,458.0,129.0,38.0,26.0,2223.0,9.0,1199.0,3245.0,145.708489591941,108.213469986695,106.362933517339,109.279542866396,148.22399047589,121.81578861307,739558
2018-02-26,9595.99,10461.97,9376.34,10324.7,16156.80506,9.242294361717036,50.54999923706055,50.63999938964844,50.099998474121094,50.20000076293945,41.049434661865234,13604900,-0.0029835469634504,0.7434867531306353,1684,202.0,67.0,255.0,371.0,269.0,512.0,141.0,23.0,19.0,2256.0,9.0,1080.0,2952.0,146.491886266572,103.550584998659,106.588213329826,103.317720726477,148.306338249622,122.24940794755,669611
2018-02-27,10329.99,10850.0,10150.0,10566.3,10408.47994,9.265424970279737,50.2400016784668,50.540000915527344,49.380001068115234,49.400001525878906,40.39525604248047,18201200,-0.0160645868135671,0.7534346812685159,1688,256.0,56.0,231.0,366.0,268.0,504.0,152.0,36.0,16.0,2522.0,15.0,1313.0,3110.0,147.817949352,105.177384407605,106.752180739427,105.629440616368,148.396376208181,122.567432707033,713393
2018-02-28,10572.49,11064.75,10255.07,10314.9,10490.74906,9.241344730838874,49.58000183105469,49.709999084472656,49.060001373291016,49.060001373291016,40.11722946166992,11946100,-0.0069063882596993,0.7581100417345009,1684,251.0,66.0,274.0,428.0,240.0,465.0,129.0,25.0,38.0,2458.0,9.0,1307.0,3322.0,147.709356382859,99.0181001225381,106.791718466839,103.729572384337,148.422968025727,122.619437480855,806090
2018-03-01,10314.99,11090.0,10223.41,10903.13,9481.665146,9.296805182959154,49.15999984741211,49.86000061035156,48.84000015258789,49.06999969482422,40.125396728515625,21591300,0.0002037770602054,0.7452610077265632,1693,259.0,45.0,241.0,380.0,247.0,518.0,167.0,35.0,24.0,2679.0,12.0,1398.0,3240.0,148.629203070476,92.2958624461853,106.82642762711,97.4580859107189,147.699398690183,123.429049667121,819973
2018-03-02,10917.37,11175.0,10774.01,11029.99,8329.097901,9.308373205628824,49.040000915527344,49.529998779296875,48.529998779296875,48.939998626708984,40.019100189208984,16857100,-0.0026528139288015,0.7189630787755037,1691,242.0,69.0,247.0,378.0,280.0,521.0,141.0,29.0,23.0,2415.0,13.0,1257.0,3209.0,141.830368264968,84.985367540717,106.856188863113,97.7569790771996,146.864657493043,123.371369538686,749016
2018-03-05,11479.68,11688.0,11383.66,11419.24,9933.676233,9.343054931083024,48.81999969482422,50.04999923706055,48.720001220703125,49.939998626708984,40.83681869506836,15500400,0.02022722739899,0.7573985680521309,1690,264.0,43.0,262.0,364.0,285.0,543.0,106.0,23.0,31.0,2414.0,5.0,1278.0,3375.0,125.987608500461,60.1240883999977,106.879189565478,90.5379785623349,146.60306605031,123.018740519449,850558
2018-03-06,11417.39,11420.01,10560.19,10723.76,14734.41949,9.280217119396356,49.880001068115234,49.9900016784668,49.15999984741211,49.27000045776367,40.2889518737793,20708000,-0.0135068715060153,0.7476591264008094,1688,232.0,52.0,288.0,384.0,342.0,483.0,134.0,33.0,22.0,2375.0,13.0,1212.0,3360.0,108.70614375955,61.9690703876637,107.007226815635,88.2415082333296,145.84841728407,123.034706523938,836883
2018-03-07,10723.01,10911.78,9450.0,9913.03,26116.51185,9.20160533235738,49.119998931884766,49.33000183105469,48.709999084472656,48.900001525878906,39.98639297485352,16678800,-0.0075379581618992,0.7296124374428966,1691,246.0,98.0,279.0,384.0,454.0,539.0,150.0,30.0,27.0,2444.0,15.0,1195.0,3523.0,97.4385908068518,74.3859092775529,107.182607130151,87.5846043737165,141.067639709522,123.392598645255,917543
2018-03-08,9904.52,10150.0,9078.95,9285.32,22522.42747,9.136189937382484,49.0099983215332,49.369998931884766,48.93000030517578,49.2599983215332,40.28076934814453,12258800,0.0073349309338723,0.7329822411120994,1694,252.0,84.0,282.0,412.0,533.0,439.0,134.0,39.0,28.0,2368.0,25.0,1207.0,3826.0,100.24644609482,84.4733439708537,107.300379366039,89.9007243075774,140.042303014939,123.653869894927,915691
2018-03-09,9293.06,9420.39,8366.0,9230.0,29014.16684,9.130214327496898,49.15999984741211,49.40999984741211,49.02000045776367,49.400001525878906,40.39525604248047,13098500,0.0028380964633476,0.7199342912826264,1701,316.0,128.0,329.0,484.0,706.0,618.0,140.0,45.0,36.0,2687.0,21.0,1349.0,4446.0,105.649165957293,90.9427936664147,107.67210614153,96.5950878683471,140.788123070577,124.185944293153,881619
2018-03-12,9535.04,9892.0,8742.07,9120.75,18751.02058,9.11830731652922,49.41999816894531,49.66999816894531,49.36000061035156,49.61000061035156,40.56697463989258,16231800,0.0042419835338387,0.6726239034969339,1701,257.0,68.0,249.0,369.0,363.0,466.0,124.0,37.0,25.0,2327.0,13.0,1336.0,3421.0,104.663757190998,117.450156979032,107.914855159941,104.277719425779,138.244244420564,124.939667767383,844766
2018-03-13,9115.24,9482.79,8830.0,9142.32,16001.47535,9.120669461560649,49.790000915527344,50.02000045776367,49.34000015258789,49.720001220703125,40.65692138671875,18872500,0.0022148525781089,0.6663741960694511,1692,235.0,60.0,256.0,353.0,404.0,456.0,101.0,28.0,26.0,2329.0,12.0,1258.0,3468.0,105.222805459464,117.347734773401,107.979889337791,99.0959977236712,138.235400463649,124.490802973372,764096
2018-03-14,9152.07,9356.14,7948.0,8196.69,21191.02314,9.01148569322372,49.869998931884766,50.400001525878906,49.84000015258789,50.22999954223633,41.07394790649414,19132300,0.01020515745454,0.6763087411269684,1699,280.0,87.0,304.0,379.0,528.0,513.0,130.0,42.0,27.0,2541.0,13.0,1327.0,4040.0,105.313291035767,118.071437034839,108.161999982708,100.839812902552,138.556890480965,123.993752364616,574881
2018-03-15,8195.99,8425.0,7682.0,8265.05,18387.61139,9.019791059843602,50.20000076293945,50.65999984741211,49.900001525878906,50.20000076293945,41.049434661865234,21067800,-0.0005974067529206,0.6613206806249353,1700,292.0,103.0,297.0,489.0,620.0,586.0,137.0,65.0,28.0,2731.0,16.0,1368.0,4279.0,105.9032024407,126.292180225053,108.632853493453,108.243345368149,139.206543634743,123.209787558891,617134
2018-03-16,8265.05,8613.06,7914.08,8258.54,16498.62434,9.019003095443995,49.810001373291016,50.380001068115234,49.779998779296875,50.25,41.4095458984375,19756300,0.0009955050435044,0.6006742476803559,1703,272.0,80.0,220.0,377.0,461.0,567.0,120.0,37.0,24.0,2437.0,16.0,1276.0,3689.0,105.720190459964,118.16432635118,108.593807632861,107.115214527474,138.797160771517,122.03155091443,593929
2018-03-19,8205.55,8718.74,8114.17,8596.93,19396.08836,9.059160441766048,50.220001220703125,50.38999938964844,49.650001525878906,49.939998626708984,41.154083251953125,21689600,-0.0061882895863769,0.5954372105266128,1691,253.0,69.0,250.0,383.0,392.0,645.0,146.0,28.0,21.0,2514.0,13.0,1186.0,3677.0,108.716391316723,119.383687070274,108.128270904362,118.802589404783,139.795167514845,122.396694193339,582453
2018-03-20,8596.79,9051.0,8313.01,8904.02,13454.82226,9.09425813913435,49.95000076293945,50.15999984741211,49.59000015258789,49.709999084472656,40.96454620361328,14968200,-0.0046161556635944,0.5752182922883874,1692,251.0,55.0,299.0,342.0,406.0,602.0,121.0,21.0,23.0,2543.0,5.0,1283.0,3582.0,106.945211524918,122.469011287262,108.146729030499,121.161556029372,139.047973535515,122.469211163339,568358
2018-03-21,8904.02,9188.1,8754.83,8893.79,12100.99713,9.093108559368456,49.75,50.220001220703125,49.369998931884766,49.540000915527344,40.82445526123047,19235900,-0.0034256591474322,0.552237348642483,1686,265.0,61.0,243.0,326.0,311.0,560.0,108.0,21.0,23.0,2598.0,8.0,1518.0,3337.0,106.787021853606,121.378944757245,108.150044741673,122.532682971634,139.169591899332,122.402360840941,573430
2018-03-22,8892.18,9099.59,8503.52,8704.67,12587.63392,9.071614942236156,49.59000015258789,50.560001373291016,49.45000076293945,49.7599983215332,41.00575637817383,25332400,0.0044309721578961,0.551308572225426,1682,244.0,47.0,258.0,297.0,300.0,401.0,113.0,16.0,30.0,2426.0,10.0,1453.0,3321.0,105.513207274981,99.1573305432084,108.026804586949,118.945818990471,134.862167609622,122.253192557841,595109
2018-03-23,8708.52,8920.79,8265.0,8920.79,13749.78486,9.096139786674827,49.7599983215332,50.209999084472656,48.959999084472656,49.060001373291016,40.42890167236328,17334300,-0.0141673478772634,0.4801380660643887,1681,280.0,56.0,197.0,329.0,325.0,448.0,124.0,23.0,20.0,2310.0,5.0,1397.0,3344.0,104.610729849592,103.168923165469,108.036056973747,111.75460659683,132.867344727437,122.324199629063,624132
2018-03-26,8451.12,8500.0,7831.15,8149.66,17693.41534,9.005731487573286,49.220001220703125,49.63999938964844,49.119998931884766,49.56999969482422,40.84917068481445,13759600,0.0103417390536071,0.4960836448963491,1673,271.0,75.0,267.0,343.0,476.0,588.0,121.0,27.0,19.0,2406.0,16.0,1331.0,3554.0,103.431128257619,78.7162377927407,107.765702728922,102.209830526136,130.699659572253,122.52461529061,584451
2018-03-27,8152.26,8211.62,7742.11,7791.7,12385.25028,8.960814343554494,49.63999938964844,50.79999923706055,49.47999954223633,50.279998779296875,41.43426513671875,21456000,0.0142215535679199,0.4870700764034379,1679,242.0,98.0,250.0,340.0,493.0,553.0,110.0,37.0,16.0,2446.0,13.0,1235.0,3676.0,100.660664127046,76.6249807672224,107.817579614974,102.194284302208,130.197261680764,122.583606582758,602492
