Date,Open,High,Low,Close,Volume,Open Industrials,High Industrials,Low Industrials,Close Industrials,Volume Industrials,Open Financials,High Financials,Low Financials,Close Financials,Volume Financials,Open Communication Services,High Communication Services,Low Communication Services,Close Communication Services,Volume Communication Services,Open Healthcare,High Healthcare,Low Healthcare,Close Healthcare,Volume Healthcare,Open Energy,High Energy,Low Energy,Close Energy,Volume Energy,Open Materials,High Materials,Low Materials,Close Materials,Volume Materials,Open Consumer Discretionary,High Consumer Discretionary,Low Consumer Discretionary,Close Consumer Discretionary,Volume Consumer Discretionary,Open Technology,High Technology,Low Technology,Close Technology,Volume Technology,Open Consumer Staples,High Consumer Staples,Low Consumer Staples,Close Consumer Staples,Volume Consumer Staples,Open Utilities,High Utilities,Low Utilities,Close Utilities,Volume Utilities,Open Real Estate,High Real Estate,Low Real Estate,Close Real Estate,Volume Real Estate,Technology RV,Healthcare RV,Financials RV,Consumer Discretionary RV,Consumer Staples RV,Energy RV,Industrials RV,Materials RV,Utilities RV,Real Estate RV,Communication Services RV,Close Bitcoin,Volume Bitcoin
2016-01-04,2038.199951171875,2038.199951171875,1989.6800537109375,2012.6600341796875,4304880000,44.75882830569043,44.93920276080791,44.41525510651315,44.92202377319336,16404600.0,16.14738942933416,16.181980757234257,15.981349431026388,16.16814422607422,93387476.0,,,,,,61.715635948292906,61.91621252193599,61.05287564687378,61.68075942993164,19666300.0,42.44831403715086,42.88577928698621,41.841505924236365,42.547096252441406,21808700.0,36.190839081321194,36.30944149792867,35.80114127174501,36.20778274536133,14430200.0,69.96775955701108,70.10445232677847,69.2387430390567,70.00421142578125,13400400.0,38.01084410506775,38.20966214667909,37.6041653535517,38.200626373291016,21638600.0,40.00162857799001,40.01768112182617,39.61630015545963,40.01768112182617,17281200.0,32.92947908875323,33.05957615880238,32.653982158546164,33.05192184448242,14846700.0,23.362542925809244,23.362542925809244,22.895744921797004,22.970401763916016,1900.0,,,,,,,,,,,,433.32,985384352.22
2016-01-05,2013.780029296875,2021.93994140625,2004.1700439453125,2016.7099609375,3706620000,45.03369806127557,45.1195897466455,44.638591066081446,45.04228591918945,8726300.0,16.19581829214845,16.278837484253888,16.085124411620452,16.230409622192383,52096536.0,,,,,,61.85519945752519,62.247623690840285,61.706950894120645,61.97728729248047,14540000.0,42.51886000154513,42.758760753139114,42.04611590695232,42.70936965942383,15529200.0,36.360268031444626,36.360268031444626,35.919745707959855,36.19083786010742,9499000.0,70.06800116697843,70.30493484014043,69.41188142744252,69.9130859375,7424900.0,38.31811184432616,38.40848336738602,37.92950808975405,38.10121536254883,16067200.0,40.11400150792369,40.370884996559575,40.00964163369888,40.27455139160156,8630500.0,33.0366218129478,33.37334163852261,32.56981073349685,33.289161682128906,10948000.0,23.324834328546277,23.66644859313965,23.324834328546277,23.66644859313965,1500.0,,,,,,,,,,,,431.2,793846332.05
2016-01-06,2011.7099609375,2011.7099609375,1979.050048828125,1990.260009765625,4336660000,44.42386527099088,44.71590163244082,44.07170406540932,44.346561431884766,9980000.0,15.995194112673454,16.078213341936838,15.898336720811365,15.98135757446289,77248574.0,,,,,,61.09649920844621,61.89879917260231,61.04417775656397,61.47148513793945,14651700.0,41.70038300830685,41.78505577689771,40.71961298417505,41.06535339355469,26962100.0,35.69947737740275,35.73336470060225,35.0471609483409,35.242008209228516,9307400.0,68.89245493907873,69.59414125804834,68.67375067520395,69.22962951660156,10115400.0,37.54090746111436,37.88432203529915,37.40534671778416,37.63127899169922,13858400.0,39.87317537412397,40.29864119168225,39.84909350112197,40.13808822631836,12429100.0,33.09019783188616,33.36569192820063,32.96010072152116,33.227943420410156,12718800.0,23.241883376059093,23.517135880816294,23.241883376059093,23.43795394897461,3700.0,,,,,,,,,,,,430.82,775280821.31
2016-01-07,1985.3199462890625,1985.3199462890625,1938.8299560546875,1943.0899658203125,5076590000,43.633644260998594,43.891322611098275,43.023804734565815,43.1440544128418,17225600.0,15.649274162083168,15.794559407541804,15.469397578274332,15.531661987304688,92006910.0,,,,,,60.285466349155385,61.05288291009359,60.05873568641045,60.224422454833984,17850400.0,40.26803352183279,41.19235767629943,39.89407156764704,40.06341171264648,28081900.0,34.59817108802561,34.9455081304798,34.098344297013625,34.28472137451172,12579700.0,67.85360405802919,68.99269895616791,67.65312224355942,67.80804443359375,12645200.0,36.86310562753517,37.34208087992964,36.50161265943778,36.51968765258789,16840700.0,39.68853361371256,40.08188815713479,39.51192813867769,39.65642547607422,16031500.0,32.868255882173784,33.17436128123926,32.80703305080152,33.006004333496094,12273700.0,23.16723098903593,23.18909987773839,23.00584940691024,23.00811195373535,1500.0,,,,,,,,,,,,457.05,1491774028.12
2016-01-08,1945.969970703125,1960.4000244140625,1918.4599609375,1922.030029296875,4664940000,43.55633237816765,43.55633237816765,42.645868824318114,42.70599365234375,17198600.0,15.670024306479458,15.68386083770601,15.254923496520904,15.28951644897461,83028242.0,,,,,,60.58198390130365,60.73895490171784,59.21285054063591,59.3174934387207,17022800.0,40.40209575446538,40.49382323885476,39.40015891068941,39.54833221435547,19227100.0,34.615119894900836,34.649007228875426,33.844200821186206,33.9373893737793,8700200.0,68.35481302771468,68.65552881644034,66.92411002095602,67.07902526855469,10797700.0,36.83599998007286,36.96252496154628,36.18531731261865,36.23050308227539,19233100.0,39.913313204030615,39.913313204030615,39.27110138614968,39.35137939453125,14691000.0,33.028974036731135,33.25855390343509,32.929488357428404,32.9907112121582,11680800.0,23.00811129887562,23.01489750079364,22.683840738213043,22.706464767456055,4000.0,,,,,,,,,,,,452.87,1375916956.91
2016-01-11,1926.1199951171875,1935.6500244140625,1901.0999755859375,1923.6700439453125,4607290000,42.98944024348792,43.023798225385235,42.32806383647334,42.73176193237305,18962400.0,15.372540441476213,15.400213512579354,15.158072516039026,15.31027603149414,70986600.0,,,,,,59.579101018197306,59.60526173702247,57.78266069049053,58.611114501953125,28563800.0,39.710616226664165,39.76000732612117,38.21476573250988,38.701622009277344,28444700.0,34.11528036361452,34.1237505781264,33.09868334352836,33.361305236816406,10065700.0,67.48000398314569,67.88096077509022,66.62340214822174,67.60758209228516,13232700.0,36.48352527387579,36.62812172250898,36.01358595395513,36.465450286865234,19135100.0,39.592211768306306,39.8651509030551,39.33532823704782,39.72065353393555,15890200.0,33.013663334864425,33.319771723729325,32.998357623494584,33.166717529296875,16389600.0,22.842205047607425,22.842205047607425,22.842205047607425,22.842205047607425,500.0,,,,,,,,,,,,447.72,1053075585.74
2016-01-12,1927.8299560546875,1947.3800048828125,1914.3499755859375,1938.6800537109375,4887260000,43.02379567181444,43.1526364580036,42.52561479354415,43.07533264160156,19297300.0,15.469397238713158,15.49707030878588,15.227254626801315,15.427886009216309,80633578.0,,,,,,59.08203662860338,59.70119813288513,58.393108761034135,59.3610954284668,13727000.0,39.30137604267895,39.42838249841706,37.720852755501,38.79335021972656,35594100.0,33.85267319670042,33.85267319670042,32.997038965183,33.412147521972656,7270300.0,68.08142704941413,68.76488402857066,67.56200002335453,68.35481262207031,8737100.0,36.85406083075377,36.98058231620784,36.429310622079655,36.89925003051758,15841600.0,39.961467424711806,40.09793847529557,39.61627972665496,39.93738555908203,13171500.0,33.189671458830354,33.289157113575655,32.77642896847615,33.036617279052734,14360100.0,22.653672560739384,22.70646051405399,22.593341827392575,22.593341827392575,2300.0,,,,,,,,,,,,445.04,873671223.89
2016-01-13,1940.3399658203125,1950.3299560546875,1886.4100341796875,1890.280029296875,5087030000,43.27288709143412,43.35877876646818,41.915776345305936,42.03602600097656,18966900.0,15.490149588348135,15.559332252574618,14.957438200641684,15.026620864868164,125524947.0,,,,,,59.47445963677214,59.753518431276866,57.53849299236925,57.59953689575195,16202500.0,39.26610650674551,39.54834104940601,37.45273940930988,37.86198043823242,33958400.0,33.65782516340455,33.72559983426827,32.59887016871523,32.64122772216797,10809600.0,68.63729839847235,68.63729839847235,65.91258548798562,66.04927825927734,14930500.0,37.17037329721891,37.17037329721891,35.84189061543117,35.9051513671875,21962300.0,39.985558433677525,40.01766657196953,39.16674119252489,39.206878662109375,19407900.0,33.15906117609279,33.30446103347063,32.921827064224786,33.02131271362305,17478900.0,22.804498710294688,22.84220542464068,22.359569549560547,22.359569549560547,3300.0,,,,,,,,,,,,432.18,1442059336.44
2016-01-14,1891.6800537109375,1934.469970703125,1878.9300537109375,1921.8399658203125,5241110000,42.17344658636753,42.834822842704696,41.743981740166,42.53419876098633,19261200.0,15.061209413170612,15.282595522163376,14.915924220761006,15.158066749572754,95264013.0,,,,,,57.74776901551112,59.526770819945895,57.39022150209302,59.143062591552734,23342300.0,38.25004212878425,39.83761999713392,37.65029156627508,39.49188232421875,38074300.0,32.768295452220364,33.32742342088086,32.37012743925778,33.08174514770508,10372200.0,66.18594259932823,67.11544758048106,64.92838480701185,66.52311706542969,15919400.0,36.058774508998994,36.86309245579569,35.62498172330186,36.58293533325195,19795600.0,39.31926515364736,39.66445290728905,39.1346303420727,39.39151382446289,19025800.0,33.01366478730417,33.710058629307106,32.90652772226774,33.518741607666016,23083000.0,22.493798937768375,22.493798937768375,22.246449254140135,22.434978485107425,3700.0,,,,,,,,,,,,429.13,1388964676.2
2016-01-15,1916.6800537109375,1916.6800537109375,1857.8299560546875,1880.3299560546875,5468460000,41.34887788892469,41.95012937284476,41.245807235742014,41.78693389892578,20434600.0,14.646109026650954,14.888251561997782,14.61843758971566,14.819068908691406,94362797.0,,,,,,57.64314274532387,58.584968783898894,57.486171738894704,58.31463241577149,17882300.0,37.84080799836216,38.71573845047395,37.62207403952753,38.34883117675781,36880200.0,32.40401840209961,32.62427958890947,31.980436462202885,32.40401840209961,9358900.0,64.79168501300525,65.59361188221393,64.39983627986378,65.15619659423828,14551500.0,35.39002094766159,35.896110335013766,35.11890298736474,35.55269241333008,20177800.0,38.72523178869373,39.030279077368405,38.46834518736207,38.77339553833008,24210900.0,33.182024502751084,33.4269100554509,32.822347570044336,33.22028732299805,18939100.0,21.97948652356923,22.095619995693248,21.97948652356923,22.05791473388672,1400.0,,,,,,,,,,,,372.26,1347831623.02
